date,value,inverted_pct
2022-12-01,298.808,0.0033466306122995368
2023-01-01,300.456,0.0033282743563117392
2023-02-01,301.476,0.0033170136262919768
2023-03-01,301.643,0.0033151772127979103
2023-04-01,302.858,0.0033018774475166578
2023-05-01,303.316,0.0032968916905141833
2023-06-01,304.099,0.003288402789880927
2023-07-01,304.615,0.0032828324278187217
2023-08-01,306.138,0.003266500728429663
2023-09-01,307.374,0.003253365606720152
2023-10-01,307.653,0.0032504152405469795
2023-11-01,308.087,0.003245836403353598
2023-12-01,308.735,0.0032390237582392667
2024-01-01,309.794,0.0032279514774333916
2024-02-01,311.022,0.0032152066413308382
2024-03-01,312.107,0.0032040293873575407
2024-04-01,313.016,0.00319472487029417
2024-05-01,313.14,0.0031934597943411892
2024-06-01,313.131,0.003193551580648355
2024-07-01,313.566,0.003189121269525395
2024-08-01,314.131,0.0031833852755697467
2024-09-01,314.851,0.0031761055229298936
2024-10-01,315.564,0.0031689292821741387
2024-11-01,316.449,0.003160066867014906
2024-12-01,317.603,0.0031485848685308387
2025-01-01,319.086,0.003133951348539265
2025-02-01,319.775,0.0031271988116644517
2025-03-01,319.615,0.0031287642945418705
2025-04-01,320.321,0.0031218683757855397
2025-05-01,320.58,0.003119346185039616
2025-06-01,321.5,0.003110419906687403
2025-07-01,322.132,0.0031043174847578013
2025-08-01,323.364,0.0030924901968060765
